"","annee","chimio_frais_par_tete","chimio_freq","chimio_cout","chimio_sum_claim","chimio_nb_observation"
"1",2006,8.07434564710726,0.00568915059545003,1419.25328072082,415,58
"2",2007,13.643646191934,0.0143813671676678,948.703001103233,1101,91
"3",2008,13.2641671832947,0.0136915844417892,968.782483845335,1104,73
"4",2009,16.9632403919802,0.0192628735112309,880.618376177889,1596,76
"5",2010,22.2471418112933,0.0171960444334356,1293.7360040799,1444,89
"6",2011,19.2490596075774,0.018966836220862,1014.87983464554,1575,96
"7",2012,18.4484645716198,0.0503903376151099,366.111152350919,4525,99
"8",2013,8.048700448967,0.00837160153334231,961.428995026907,472,42
