"","annee","verres_frais_par_tete","verres_freq","verres_cout","verres_sum_claim","verres_nb_observation"
"1",2006,15.4362036432039,0.0918626461207486,168.035695628818,6701,4058
"2",2007,13.2779935769165,0.0882605794295472,150.440815851606,6757,3422
"3",2008,12.0266993572347,0.0748448479222804,160.688406631854,6035,1311
"4",2009,10.5495634708551,0.0699063680307328,150.909906608469,5792,3567
"5",2010,12.1377211142055,0.0770496762008198,157.531111260872,6470,3241
"6",2011,12.7763729285301,0.0818163081171659,156.159245296593,6794,2955
"7",2012,12.8952643144659,0.079834997679362,161.523951766825,7169,3324
"8",2013,7.5790183243665,0.0447140357701596,169.499759836585,2521,3512
