"","annee","autres_frais_par_tete","autres_freq","autres_cout","autres_sum_claim","autres_nb_observation"
"1",2006,4.9737158563605,0.0438341521959269,113.466683104291,4675,2640
"2",2007,5.25164609337239,0.0478696627156652,109.707188132199,5230,3115
"3",2008,5.70150903775566,0.0481129918626214,118.502483778921,5682,3437
"4",2009,5.35476177832439,0.0500813872906896,106.921195038858,6215,3486
"5",2010,6.10087847673308,0.0536879198148581,113.635963132337,6658,3521
"6",2011,6.56277018009017,0.0619654865625225,105.9100887309,7731,3547
"7",2012,7.41357520587162,0.0928865328011589,79.81324076055,12055,3940
"8",2013,2.69988942676976,0.0394155016997834,68.4981621529024,4858,1614
