"","pays_expat","group_pays_cout"
"18561","MACAU","G4"
"20972","THE BAHAMAS","G4"
"21086","DJIBOUTI","G4"
"25379","BURUNDI","G4"
"36569","COMOROS","G4"
"107449","Bosnia and Herzegovina","G4"
"271318","ANTIGUA AND BARBUDA","G4"
"22","CAMEROON","G5"
"30","USA","G5"
"154","CANADA","G5"
"190","BRUNEI","G5"
"1664","LEBANON","G5"
"2034","DENMARK","G5"
"3324","SWITZERLAND","G5"
"11206","CYPRUS","G5"
"12736","SERBIA","G5"
"14682","MONACO","G5"
"14866","VANUATU","G5"
"18116","CAYMAN ISLANDS","G5"
"21859","ETHIOPIA","G5"
"27459","MALAWI","G5"
"33827","PALESTINIAN TERRIT.","G5"
"35867","MACEDONIA","G5"
"35981","GUATEMALA","G5"
"161843","ARMENIA","G5"
"1821","ISRAEL","G6"
"15134","ZIMBABWE","G6"
"16933","ICELAND","G6"
"17117","GUINEA","G6"
"17570","BURKINA FASO","G6"
"18167","WALLIS AND FUTUNA","G6"
"26170","TURKS & CAICOS","G6"
"27824","GUADELOUPE","G6"
"28464","TOGO","G6"
"33753","SERBIA MONTENEGRO","G6"
"43629","ALBANIA","G6"
"43679","PARAGUAY","G6"
"70575","UGANDA","G6"
"268909","MALDIVES","G6"
"294459","ARUBA","G6"
